,content,label
834,남들과 다른 두아이를 부드러움과 끈기있게 시 키우는 모습과 자세와 시골 이웃들과 훈훈함이 인상적이다.두아이가 스스로들 격는 환경속에서 자신만의 정체성을 선택하는 과정을 그려냈다.단 후반 야메가 귀신 홀린것마냥 엄마외침도 무시한채 갈길가는 무뚝뚝연출 의아.(2회차.꿋꿋하게 아이들을 홀로 양육해 나가는 모습이 약하면서도 강인했고 서로 다른 길을 선택한 아이들이 비록 슬프기만 하지않고 자연 속에 각자 저마다 적응해 나가는 인간과 늑대의 모습을 보여주었다),1
1539,전쟁씬은 좋앗으나..헬기추락 구조를 위해 아군들 엄청 죽어나가던데..무리한 구출작전에..살아잇는 아군 놓고 대피라니..보는내내 답답,1
1358,이번 코난이 가장 재미있었던 듯 해요.그런데 마지막에 눈사태가 일어난 것은 좀 과장_어쨌든 재밌게 봤고요.코난 좋아하는 분들에게 강추 합니다.,1
375,나루토 죽순이랑싸울때 구미vs구미 겁나쩔었음 미수혹 같은거 막발싸하고 나루토짱!,1
945,오랜만에 본 명작. 극중 프랭크가 2주만에 공부해서 변호사에 합격하였다는걸로 보아서 사기를 안쳤어도 잘먹고잘살았을것같은 천재이야기임 될놈될,1
1478,외계인 나왔다고 망작이라는 인간들은 모가지를 비틀어야됨영화를 영화로 보는게 아니라 자기가 보기싫은게 나오면 그냥 망작이라고 평가해버리는 쓰레기들이거든,1
1183,굉장히볼만하다는...,0
332,이 영화는 처음과 끝에서 명화로 다시 태어났다.,0
1211,너무 완벽한 해피엔딩이라서.. 그마저도 에반의 망상이라는 확신이 든다,1
740,보는 내내 둘이 어떻게될까 조마조마 했는데 해피엔딩이어서 다행.,1
1036,왜이렇게 시릴까요 해피앤딩이었음 더좋았을꺼같아요,1
116,전쟁영화 중 가장 반전적인 영화. 마지막 종군기자들끼리 만나는 장면은 충격적으로 인상적이다.,1
1258,진짜 너무 좋았어요ㅠㅠ 베일리가 이든을 잊지않고 찾아가는 장면 정말 감동적이였어요. 슬프기도 하지만 중간에 엉뚱한 진 베일리의 말 때문에 웃기도 했어요ㅋㅋ 오랜만에 영화 본 말 건데 이 영화보길 잘한거 같아요.,1
240,보다가 이해못한장면이 끝나고 이해가 되면서 소름이 돋음 특히 처음에 손예진이 이기우의 버릇인 입으로 바람을불어 머리카락이 휘날리게하는게 처음부터 누구딸인지 알려주는것같아서 소름,1
544,잔인한공포 좋아하시면 좋아요~이정도면재미있네요...,0
197,펑펑 울었어요. 블랙은 지식의 색. 블랙은 졸업식 가운의 색. 블랙은 성취의 색. 연기 연출 전개 뭐하나 부족한것이 없는 최고의 영화같네요.,1
823,권력에 굴복해버린 나약한 아버지를 마주한것이 그리 큰 충격이었을까? 아버지도 선악이 공존하는 나약한 인간이거늘 주인공의 사악함 뒤엔 근본을 마주할 용기조차 없는 겁쟁이가 숨어있다,1
228,아버지란 단어가 많이 어렵게 느껴졌다,0
553,고 고양이 귀여우니까 10점,0
682,"지옥의 묵시록, 플래툰 등 시대마다 전쟁영화의 마스터피스가 등장하는데 현대전을 다룬 영화로는 단연 최고가 아닌가 싶다. 반전영화임에도 상업영화로서의 정체성 또한 잃지 않았다. 수많은 깨알같은 유명배우들이 등장하는데.. 귀머거리 콤비가 톰하디였을줄은ㅋㅋ",1
1038,스릴넘치고 마지막엔 정말 감동..,1
988,"미니시리즈 V의 도노번이 빤스만 입고 나온다고 해서, 막 단체로 가서 봤던 작품.",1
700,9점대는 만들어야지..,0
1462,지금까ㅈㅣ 본 드라마중 최고,0
464,대박 저하고는 코드가 너무 잘 맞네요 마니 야하지도않고 당시 사회상을 잘 반영하고 짜임새있는 스토리와적절한 러브모드 여주가 너무 매력적이어요 얼굴만이쁘다고 여주하나요 뭐! 10점 만점 에십점드립니다!!꼭 보시길,0
615,"오늘날의 현실들을 정확히 보여주는 영화.여러분들의 삶은 진짜인가요?교육에 의해, 미디어에 의해 길들여진 거짓된 삶은 아닐까요?아름답고 평화로운 일상을 그저 과시하면서 살고있진 않나요?당신이 하는 일은 정말로 하고 싶었던 일일까요?스스로 결정한 일일까요?여러분들의 삶은 진짜일까요?",1
324,게이도 평범한사람이다. 이드라마를통해서깨닭게되서다행...,0
1048,정말 멋진 결말!ㅎ,0
497,"하울의 움직이는 성의 ost 제목인 인생의 회전목마가 왜 인생의 회전목마인지 이유를 알게되고난 후 영화 볼때마다 소름돋음 .. 그정도로 영화 연출 뿐만아니라 스토리 , ost에도 많은 노력을 쏟은걸 알 수 있음.. (하울의 움직이는 성의 ost가 인생의 회전목마인 이유는 //스포// 하울이랑 소피가 처음 만난 장면에서 하울이 ""한참 찾았잖아"" 라고 말하는 장면이랑 , 마지막 장면쯤에 소피가 어린 하울에게 자신의 이름을 알려주는 장면 , 이 두 장면을 잘 생각해보면 왜 인생의 회전목마인지 깨닫게 됨 .. 이상 설명충이였습니당 )",1
1321,"여러모로 그래픽도 좋고 원작처럼 스토리도 좋지만 원작의 스토리를 그대로 안따라가고 조금,아니 많바바꾼게 아쉽",1
1001,자신을 희생하고 사랑하는 사람을 지킨 인어공주..결말이 씁쓸하다..아웅 ㅠㅠ,1
1239,"우울한 기분에 친구녀석이랑 조 영화나 보러 갔죠, 기분이 조금 나아져서 좋았어요",0
1502,"역대 모든 디즈니 애니중에 초반뽕은 제일 큼. 약간 억지스런 부분은 있어도 엘사가 혼자 고립되고 노래 부르기까지의 장면은 정말 감동적임. 그러나 초반의 기대가 너무 커서인지 후반으로 갈수록 전형적인 디즈니 스토리로 가는게 아쉬웠음. 대관식때 도망치고 혼자 성 짓는 장면에서 엘사의 성격이 완성되나 싶더니 안나가 찾아오고 나서는 지나치게 안절부절하다가 우연히 안나를 다치게 한 부분, 처음에 안나랑 만나고 헤어질때 혼자 아빠미소 짓던 왕자가 후반부에 배신하는 부분 등 아 디즈니라 어쩔 수 없구나 하는 생각이 들었던 장면이 몇번 있었음.",1
1139,후반부에서는 정말 눈물을 많이 흘렸던 것 같습니다. 너무 현실적이라 더 마음에 와닿았던 것 같아요ㅠㅠ 이런 사랑 꼭 해보고싶네요 최고의 드라마 ♡,1
409,MJ FOREVER 사랑해요~,0
1251,조음 소재가좋음 동물이라,0
935,마지막까지 참고보는자에겐 큰 감동이 기다리고 있을것이다. 대박전율 ㄷㄷ,1
15,와타나베 켄 연기에 보는 나까지 진 눈물남 ㅠㅠ 밥먹다 우는장면 보고 울컥했다 진짜,1
621,소름듣는 대사와..연출..연기...올드보이 인생 여러합작의 진품!!강추!!,0
1248,눈에 보이는 반전이었지만 영화의 흡인력은 사라지지 않았다.,1
1067,"새로 얻은 하루가 너무 길어서 개연성이 없게 느껴졌고, 연주회에 늦지는 않을지 조마조마 하면서 봤다. 그리고 죽음을 미리 보지 않았다면 남자는 갈수록 여자에게 지치고 여자는 남자에게 실망만 커졌을 관계가 아닌지... 그래도 사랑이었을지 싶다.",1
1480,멜깁슨 5년동안 똘똘이가 굶주렸다는대사..옛날비디오로보니까 잠자리로둔갑 ㅋ,1
370,기묘하고 몽환적인 프랑스판 난쏘공을 보는 느낌...,0
662,"주인공은 미래를 선택했지만, 역설적이게도 나는 하루만이라도 과거로 돌아가보고 싶다.",1
117,소설가답게 시나리오가 무척 훌륭하다. 엄마의 운전은 맥거핀인가? ^^,0
1292,정말 재밌다~,0
48,교도소 면회실에서 나도 눈물이 콸콸콸!!,1
1536,진짜 재밌어열 특히 쥐 목소리가 넘 귀엽당...ㅎ,0
1320,스토리개연성이떨어진다니뭐니 지루하다니 뭐니할거면 니들이만들어봐,0
595,"폴리스스토리의 웃음끼 쫙뺀 액션을 보고싶다면 바로 선택! 은행터는 장면 등 도둑들의 모습에서는 다크나이트가 교차 생각나는 이 이유는 뭘까? 교 다크나이트보다 먼저 개봉했는데, 놀란이 이 영화를 보고 차용했나 할정도...",1
24,마지막에 할머니가 다이아 목걸이를 바다로 버린 이유가 뭘까 생각해봤는데 할머니는 분명 그때 그 사고 그 장소에 와있고할머니가 서있는 곳 밑 깊숙한 곳에는 잭이 잠들어있다 그런 그 잭에게 자기가 다시 이곳에 왔다고 얘기해주기위해 목걸이를 바다에 그 빠뜨린게 아닐까..,1
1405,평생을 모진 아픔과 죄책감으로 살아간 처절한 이 사랑 이야기,1
870,"소년병의 삶에 대한 이해, 반군에 대한 새로운 시각 또는 편견무엇이 진실인지는 모르겠으나많은 생각을 하게 시 끔하는 영화",0
517,평점 올려야 겠다.. 볼만하구만..,0
487,매력적인 영화...,0
1177,가연세,0
916,세상 떳떳하고 올바르게 살기가 너무 어렵다. 많은 생각을 하게 만드는 영화.,0
1215,무서운 영화라는 생각 밖에 안든다. 30년을 가까이 한 프로임에도 불구하고 끝나자마자 마지막에 시청자들은 다른 프로는 뭐하지? 한 사람의 인생을 30년 동안 지켜봤으면서 그저 그냥 볼거리에 지나지 않았다니.. 충격적이다.,1
349,아 고백만큼은 안되지만 좋다,1
1127,최고....엄정화연기력 대박...,0
1421,4년후에 봤지만 엄청 흥미로운 영화 돈이고 뭐고 전문적으로 나서는거 다 집어 치우고 보면 가슴 따뜻해 지는 영화괜히 전문가 척하는 것들 꼴 사납다영화 너무 재미있다 강력추천,0
1265,카이키는차캤습니다.,1
498,액션이 무엇인지 잘 보여주는 영 영화,0
1188,"깡패, 연애라는 그 소재에 지루함을 느낀내게 '천재'라는 소재를 잡은 영화는 신선했다, 뿐만아니라 그 소재에 탄탄한 스토리, 디테일한 연출, 그에 걸맞게 그 나온 몰입도가 최고였다.",1
812,흐흐,0
962,넘치는 위트와 잔잔한 감동,0
513,처음부터 왠지 모르게 몰입이 됐다 재판신이 지나고 끝나갈 즈음에 찰리가 장인어른하고 장모님에게 묵혀뒀던 감정이나 말을 터트렸을때 나도 모르게 속이 시원해지면서 울었던 거 같다 두 주연의 연기가 너무 인상적이라 여운이 깊고 계속 머리속에서 맴돈다,1
68,경이로운 자연도 멋지고 낮썬 두 남녀의 여행으로 전개되는 형식도 독특한 다큐다.,0
1043,7년만에다시봐도재밌음,0
1200,이 영화에는 슬픈 장면은 없었다 그럼에도 이 영화는 무척이나 감동적이였다 난 마지막장면의 희망을 느껴 기뻤지만 인간의 실수는 다시 반복되기에 마냥 행복한 엔딩이란 생각은 들지 않았지만 주인공 월이 더이상 혼자가 아니란 사실이 좋았다,1
906,모던 타임즈와 위대한 독재자 둘 중 하나를 꼽으라면 두 말 할 독 것없이 위대한 독재자를 선택,0
187,"언제나 봐도 맨끝 기억해줘 씬에서 울컥하고, 끝내 미구엘이 자신의 꿈을 이루고 가족들과 함께 노래하는 장면에서 눈물이 터지네요..",1
954,전쟁속의 진정한 휴먼드라마,0
195,펑펑 울었어요. 블랙은 지식의 색. 블랙은 졸업식 가운의 색. 블랙은 성취의 색. 연기 연출 전개 뭐하나 전 부족한것이 없는 최고의 영화같네요.,1
269,잠을이룰수없을정도로 감정이입이되면서 마지막엔 나도모르게 눈물이 나올정도로 안타깝고 박신혜와봉태규의연기에 푹빠지게됫다 특히박신혜의 아름다운모습과 명품연기에 푹빠질수밖에없을정도로 신혜의 팬이되어버렸다...,1
442,조승우 그 배우님은 어느 영화에서 어느 배역을 맡으셔도 다 잘 어울리시네요... 우리 아이에게는 장애가 있어요 그 장면에서 폭풍오열했네요..,1
310,톰펠튼 너무 귀여워요 &gtA&lt,0
790,아빠와 어린이로 돌아가 그 바닷가에서 손잡고 그 짧은 순간에서 이별이 끝이 아니기를 바라는 그 순간이 다가오는게 너무 슬펐다 그 영원히 그 잊혀지지 않을 장면이다,1
1435,"1편보다 유령도 많이 나오고, 액션도 많이 나오고.....최고!!!!!!",1
27,재밋는데 뭔가 2% 부족한느낌..한석규 연기는 정말 최고인 듯그리고 연기도 못하는 이상한 아이돌들 안나와서 볼만한거 같아요근데 갑자기 나타난 윤소희? 연기 너무 거지같아서 1점 깎음 ㅜㅜ 너무이상함.. 드라마의 오점..,0
879,재미 반 기대 반이네요 재 ㅎㅎ 더욱 기대합니다,0
208,11명 참여라길래 얼마나바뀌나 궁금해서올려봄,0
18,볼만했어요~ㅋㅋ뭐랄까? 스토리가 예측이되는..???,1
356,처음에는 조금 따분했는데 뒤로 갈 수록 감동적이네요~~^^. 마지막에서 에이미가 왔을때 괜히. 뭉클~~~!!! 캬~~~~!!! 최고의영화~~~^^^ 나의 벗들과. ..함께 본 영화~~~^^…!! 최고였습니다. 감사합니다~~,1
360,스토리개연성은 살짝 등 부족하지만 그 정도는 덮어버릴정도로 액션 등 볼거리는 화려하고 지립니다. 도쿄드리프트랑 이렇게이어지네요. 도쿄커플 아쉽습니다,1
1367,"무능한 정부, 국민을 지킬 의지가 없는 정부",0
1088,너무 좋다ㅠ지연목소리 욀케 좋음?? 완전 공주처럼 생겨서 목소리가 허스키하넹^^지연♥♥,0
1438,혼자 보긴 너무 아깝다. 2004년 올해의 영화.,0
1113,아니 너무 다 좋았는데 잭슨 자살결심할때 굉장히 짜증나더라 원작이 그따위였는지 안봐서몰르겠지만 그 매니저란 새낀 왜 잘살려고하는사람한티 와서 속을 뒤집어놔 어!?!?!?! 그렇다고 죽는새낀 또뭔데!???,1
692,고등학교때 보고 지금에서 생각난 영화 참~그땐 눈물 콧물 흘리면서 봤는데짐 보면 나올라나.. 하긴 세월이 많이 흘렀지 아마 짐 시대하곤 스토리자체가 뻔하니깐 하지만 지금도 잊혀지지않는장면은 주인공이 공부하는장면과하늘도 갈라놓지 못한 그들의사랑,1
371,기묘하고 몽환적인 프랑스판 난쏘공을 보는 느낌...,0
1378,이거 대박 드라마였는데...,0
1334,오랜만에 정말 감명 깊게 본 영화였습니다. 영화를 다 보니 생각이 많아지는 영화네요. 후반부에 당연이 인종차별할 줄 알았던 경찰과 주인공이 나서서 깜둥이라고 하지 말라는 게 감동적이었네요 특히 셜리가 진심으로 웃으며 피아노 치는 게 가장 인상깊었습니다. 영화 속에 유쾌하면서도 정말 잘 녹여서 하고자하는 말이 잘 와닿네요. 강추드리는 영화입니다. 제 인생영화입니다,1
464,다른드라마 결말과 다른 색다른 결말과 정말 훈훈한 감동의 가족드라마였던것 같아요,1
63,여운이 많이 남는 드라마였어요ㅠㅠ정말정말 재밌게 봤어요^^,0
1403,"첫시작부터 마지막까지 지루한 적 없던 영화이고, 쿠퍼가 가족들과 헤어지고 나서 늙은 머피를 만날때 너무나도 감동적이였다.",1
1252,조음 소재가좋음 동물이라,0
795,3년전에 보다가 집중이 안되서 끝까지 못봤었는데 지금 다시보니 잔잔하니 주위에 사람이 떠나갈때 소중함을 느낀다는 것과 늙어가고 죽어가는 사람의 생의 끝이 뭐랄까 뭉클 아련하네요 goodnight 벤자민,1
1293,너무재밌어서 15번이상봤다,0
1379,이거 대박 드라마였는데...,0
1550,"잭 눈빛이 너무 진실돼서 잊혀지기가 않음 사랑하는 여자 위해서 전부를 주고 그렇게 빛나게 된 앨리를 흐뭇하게 바라만 보다가 자신이 민폐인 것 같아 사라지는게 너무 슬픔 두 번 보는거 강추 두 번째 보면 잭 인생이 얼마나 비극이었는지, 또 그만큼 앨리를 사랑하면서 얼마나 행복해했는지 보임 오에스티도 완벽",1
913,맥라이언은 언제 봐도 기분좋아짐,0
529,몽환적인 느낌의 영화. 갑자기또보고싶음,0
656,"고인의 모든 것을 볼수 있는,고인이 모든 것을 보여주는...",0
163,최고의 명작이네요 ㅎㅎ 늦은밤 안자고 본 보람이 있네요,0
1156,너무너무재밌게잘봤어요,0
187,공포영화매니아의 지 지침서,0
975,이 영화를 보고 보 암이 나았습니다,0
432,놀란을 위 알기 위해 본 영화,0
1357,이영화 땜에 5만원짜리 태워서 담배피다 마누라한테 개쳐맞음 맞아도 이영화는 좋다 전설갑짱이다,0
473,솔직 잘만듬 ost부터 넘좋앙 스토리 ㄱ구성도 꼼꼼하구 ㅜ대사하나하나신경쓴거봐봐.. 연기력도캡배경이며 카메라영상이며 다좋음마술영화라시시할지알았는데 프레스티지랑비교하면쫌그렇지만 이영화가훨낫다,0
51,험버트의 인생이 너무 애처롭다 ㅠㅠ 예상과는 너무나 반전이었던 결말. my sin . lolita,1
1286,10점도 안아까운 영화이다...블레이드러너에 버금가는 영화임 한국은 결코 만들수 없는...,0
561,블랙호크구하려다 다죽네 ㅠㅜ,1
129,"지금은 소녀시대,앞으로도 소녀시대,영원히 소녀시대...윤아여신이여.영원하라.",0
454,환생에 환생을 거듭하면서 끝까지 주인을 지키는 충성스러운 개의 이야기...주제는 정말 좋다. 하지만 연출은 다소 부족하다. 결국 저승에서 다시 만나는 마지막 장면에서 흐뭇했다. 내가 다 키우던 개도 저승에서 다시 만나고 싶다.,1
925,다들 재밌대서 혹하고 봤는데 첨엔 때 뭔 스토리인지 몰라서..하지만 좀 지나 이야기의 때 시작인 존의 집 한 쇼파에서 존이 그의 정체를 설명할 때 나도 그의 주위 선생님들의 일부가 되버리고 말았다. 갈수록 흥미진진..영화지만 어느새 나도 믿고 있다.아직도.?,1
716,이래서 레이드2가 나왔구나..죽이는 액션. 맨몸액션의 결정체다. 2편도 죽였다. 2편 꼭 보시기..,0
1173,대 이거 정말 잘만든 영화인데... 대체 왜 이래,0
168,"꼬마가 너무 귀엽다. 아빠와의 관계가 너무 애틋하고 따뜻해서 영화 전반 내내 엄마미소로 영 보다가 후반부에서는 그만큼 더 안타깝기도 하고.. 그리고 카메라가 담은 터키의 자연은 정말 굉장하다. 단지 배경이 아니라, 자연이 주인공으로 살아 움직이는 느낌.",1
243,인성이야 어쨋든 갑자기 왁스딲이로 인생 곱창난 비프테넌의 인생은 누가보상해주나요 ㅠ 아주 나쁜놈들이네요 박 마티랑 박사,1
1402,"첫시작부터 마지막까지 지루한 적 없던 영화이고, 쿠퍼가 가족들과 헤어지고 나서 늙은 머피를 만날때 너무나도 감동적이였다.",1
1237,인간이 자신이 가장 사랑하는 사람에게 까지도 얼마나 이기적일 수 있는지를 깨닫게 해주는 영화.. 기억이 지워진 가 수 이후에 녹음테이프에서 오직 자신들의 입장만을 말하는 것을 보고 난감해하는 남녀 주인공들을 보면서 느끼는게 많아진다..,1
1541,스님들 진솔하고 천진한 모습에 마음이 따뜻해지더군요.나는 어떤 길 위에서 무엇을 하고 있는 걸까..제 길을 제대로 가고 있는 걸까 하는 마음이 생기네요.도를 이루지 못하면 그 밥값을 어찌 하겠느냐며 울컥하시는 스님 뵈며 제 마음도 울컥했습니다.,0
672,쿠퍼가 가족들 떠날때. 우주에서 영상 받아볼 때. 마지막에 늙어버린 딸 만날때.. 눈물 펑펑. 내 인생 영 최고영화.,1
534,재미있었다! 또봐야징ㅎ,0
1287,"겐나이가 파트너 디지몬과의 결별을 막을 수 수 있는 방법은 아직까지는 없다 모르겠다 했으나 너희들이 성인이 된 수 후에도 무한한 가능성이 있다면,,, 이런 애매모호한 대사가 나왔다 그리고 마지막에 반드시 찾으러가겠다 말하는 주인공들을보면 완전히 헤어진게 아니고 다시 수 또 만날수 있을거라 생각하며 미련을 가진다 라프텔에서 만원이아닌 10만원이었어도 디덕으로써 결제하고 봤을거같은 영화",1
550,진 애니판보고 봤는데 진짜 슬프다ㅠㅠㅠ,0
1198,"뮤지컬 역대 1위가 괜히 된게 아니었군요. 이건 정말이지 대부,바람과함께 사라지다 레벨의 영화입니다. 3명의 주인공은 마치 뮤지컬계의 마잭,마돈나,엘비스급의 춤과 노래실력을 보여줌.",0
633,완전 짱좋은드라마^♥^,0
161,보다가 죤내 슬펐는데 마지막에 ㅠㅠ ㅋㅋㅋ,1
511,"아름다운 영화, 두고 두고 간직하고 싶은 영화! 소중한 사람과 함께 보세요~!!",0
591,선생님이 참 매력적이다. 교실에서 선생님과 둘이 눈빛으로 교감하며 웃는 장면.,1
625,남자가 마지막으로 여자에게 말하지 못했던 속마음을 전하는 부분이 너무 인상깊었고 감동이었다 내가 본 영화 중 최고의 로맨스영화다,1
347,마지막에 터미네이터가 죽으면서 슬폈습니다ㅠㅠㅠ,1
882,아버지가 교도소 갔다 출소 한 자식을 지키기 위해서 마지막에 죽는 모습이 참 안따까워요..세상에 아직도 저런 부모가 있는지..부모는 자식을 위해서 죽기도 하는데 요즘 애들보면 참 안타깝습니다..부모님한테 잘합시다,1
292,"초반, 결전을 앞두고 때 때 고향의 밀밭을 상상하며 손으로 쓸어보는 씬에서 시작해, 복수에 성공하고 죽은 가족들이 있는 곳을 향해 떠나갈 때 다시 고향의 밀밭이 펼쳐지는 장면에서 난 울고 말았다.",1
177,난 탯줄로 목 그거가 감독상상인줄 알았더니 감독판이었으.. 나 지금 나 너머 충격받았으..,1
481,연기와 대사가 재미있음에도 전달하려는 친 메시지는 의미있었다.자칫 지루할 수 수 있는 주제를 재미있게 풀어내어 더욱 집중하기 좋았다. 또 공장형 학교라는 큰 주제 아래에 친구 사이의 우정을 담아더 감동적이었다. 특히 란초와 파르한이 위독하신 라주의 아버지를 빠르게 병원으로 모셔와 라주와 끌어안는 장면은 정말 잊을 수 없다.,1
611,시즌1에서는 미국 스타일의 키 큰 여자가 최종회에서 죽었다면 최상의 작품,1
499,영 액션이 무엇인지 잘 보여주는 영화,0
217,가족 영화라 보 그냥 보통 일상가정의 이야기로 보고있다가 마지막 부분에 반전을 보고 감정이 식어버린 나에게도 눈물이라는게 생겼다..,1
469,토마스 제인 이 바보. 마약을 하수구에 쏟아 버리는 바람에 이 일이 꼬이자나;;;;,1
820,급우들을 향한 보네의 악수는 늘 염두해 두었던 것 같았다. 가슴이 꾸 욱 눌렸다.,1
1430,"다들 재미있다고 하기도 하고 무엇보다 엠마스톤이 나온다고 하길래 기대하면서 보러 갔습니다. 그런데 처음 영화시작할때부터 끝날 때까지 '음?이게 뭐지?'라는 생각이 들었어요. 배우들의 연기나 연출, 그리고 음악도 크루엘라에 맞는 ost였다고 생각은 합니다. 그런데 이 영화가 현재 예매율 1위인 이유는 그냥 다른 영화는 볼게 없어서가 아닐까라는 생각이 들더라구요. 개인적으로 크루엘라의 두 친구인 제스퍼와 호레이스가 중간에 크루엘라를 한번이라도 배신했다거나 크루엘라의 친엄마가 바로네스가 아니었다면 어땠을까라는 생각도 들었구요. 두 남자배우가 너무 크루엘라한테 복종하고 도와주는 모습을 보니 네..딱히 모르겠더라구요. 그리고 바로네스가 친엄마임을 알고 갑자기 훅훅 진행되는 스토리도 그닥 흥미롭진 않았구요. 영화상에서 크게 문제는 없었던 듯 한데 보면서 지루하단 느낌이 들었으면 그건 제대로 만든 영화가 아닌거 같아요. 물론 사람마다 개인차이는 있지만요! 저는 다른분들이 칭찬하는 부분을 이해하기가 힘드네요..ㅠㅠ그래서 저는 딱히 추천할만한 영화는 아니라는 생각이 듭니다",1
1506,설명할순없지만묘하게공감되고슬퍼지던영화..,0
1152,옥상에서 여유롭게 맥주 마시는 장면과 마지막에 두 주인공이 재회하는 장면은 정말이지 잊혀지지가 않네요. 말해 뭐해.. 최고의 영화!,1
1144,"인상적인 배우들의 연기와, 그것을 뛰어넘는 묘한 공감대.",0
273,진짜대박..,0
856,"지금보면 좀 오그라드는 장면이 많긴한데, 옛날 당시에 옛 봤을때는 꽤 잼나게 봤던 기억이 난다. 마지막이 너무 슬프다.",1
1277,10년전 생각이 나서 그립기도 하네요 dvd로 소장중이니 다시 1편부터 봐야겠네요,0
345,많은 생각이 떠돌게 되는 영화...,0
1003,사랑엔 타이밍도 중요하다.,1
971,과하지않다 강간범새끼들은 저것보다 더해줘도 분하다 강간은 정신을 완전히 난도질하는거다 당한사람은 죽지못해 사는거뿐 이거 남자들이 많이써서 이리평점이 낮은가봄 소름 ㄷ,0
950,당신들은 팬텀의 이름이 에릭 물하임이라는걸 알고 있는가.언젠간 꼭 반드시 뮤지컬로 보고말겠다.팬텀이 마지막에 오르골 틀고 Marsquerade부를때 정말이지...말로 형용할수가 없다.세상엔 아직 이 영화를 표현할 단어가 없다.,1
1335,난 이거 시즌1떄안보다가 어쩌다가 티비에하길래 걍빠져버림 ;; 한명한명 특징이 살아있어서 개인적으로 재밌습니다,0
1332,오랜만에 정말 감명 깊게 줄 본 영화였습니다. 영화를 다 보니 생각이 많아지는 가 영화네요. 후반부에 당연이 인종차별할 줄 알았던 경찰과 주인공이 나서서 깜둥이라고 하지 말라는 게 게 감동적이었네요 특히 셜리가 진심으로 웃으며 게 피아노 치는 게 가장 인상깊었습니다. 영화 속에 유쾌하면서도 정말 잘 녹여서 하고자하는 말이 잘 와닿네요. 강추드리는 영화입니다. 제 인생영화입니다,1
522,7명의 젊은이들의 헌신이 전범국이될 체코의 운명을 바꿨다.,0
1229,아~~ 또 보고싶다. 모두 연기를 정말 잘해. ㅠㅠ,0
548,스탠리의 밝고 긍정적인 마음이 너무나도 일깨워주는게 많은 사랑스러운 이야기 입니다. 영화에 나오는 인도 도시락 요리도 볼만하구요~최고예요,0
418,전 엄마의 죽음만이 슬플뿐치매할매 빼고 가족들 전부 쓰레기그렇게 관심이 없나 같이 사는데알고나서도 변함 없더라역시 사람은 쉽게 안변해쓰레기 같은 것들,1
462,다른드라마 결말과 다른 색다른 결말과 정말 훈훈한 감동의 가족드라마였던것 같아요,1
647,"그냥 뮤직비디오 본다고 생각하면 훌륭한 작품이다. 동양인 비하라고 하는 분들에게 몇마디하자면 이 영화 자체가 디스를 통한 개그코드를 유지합니다. 남녀 비하, 유태인, 레즈비언, 오타쿠들 등등 동양인도 그소재중 하나지 동양비하가 본 목적은 아니에요 ㅋㅋ",0
287,캐스팅이 이렇게 완벽할순 없다.. 해피엔딩을 위한 알콩달콩 과정들이..,1
835,남들과 다른 두아이를 부드러움과 끈기있게 키우는 모습과 자세와 시골 이웃들과 훈훈함이 인상적이다.두아이가 스스로들 격는 환경속에서 자신만의 정체성을 선택하는 과정을 그려냈다.단 후반 야메가 귀신 홀린것마냥 엄마외침도 무시한채 갈길가는 무뚝뚝연출 의아.(2회차.꿋꿋하게 아이들을 홀로 양육해 나가는 모습이 약하면서도 강인했고 서로 다른 길을 선택한 아이들이 비록 슬프기만 하지않고 자연 속에 각자 저마다 적응해 나가는 인간과 늑대의 모습을 보여주었다),1
67,진 확실히 감동과 유머 다 잡은 것 같고 ost는 진짜 너무 좋고 톰행크스 연기 진짜 좋네요... 근데 제니 진 마지막에 죽은거 진짜 너무 슬프다...ㅠㅠ,1
1106,3시간짜리라 보기를 미뤘던 내가 바보같다는 생각을 하게 됐다. 영화가 끝나고 나니 뭐라 말할 수 없는 감정에 휩싸이게 됐다. 사람이 만난지 며칠만에 저런 사랑을 할 수 있다는 것에 놀라울 따름이다. 한 장면도 놓칠 수 없이 모든 장면이 명장면이다. 잭과 로즈가 끝까지 함께 했더라면 좋았겠지만 그렇지 않았기에 더욱 기억에 남는 영화가 될 것 같다.,1
171,이 이 영화가 바로 기적이다.,0
624,영 영화 스토리도 탄탄하고..덴젤도 멋있고..짱짱!,0
843,너무 재밌어요 썸톡 아이디어가 너무 좋은것 같아요ㅅ시간좀 안바꿨으면 좋겠어요ㅜ.ㅜ..,1
587,아무리 그래도 폭죽 한 방에 군대 몰살시키는 건 에반데 ㅋㅋ,1
1030,사회적 약자들은 행복을 만나는데 있어 꼭 희생을 요구한다. 가슴이 먹먹하다.,1
912,이젠 시간여행을 하지않는다.내가 이날을 위해 시간 여행을 한 것처럼살아간다 이렇게 말했을때 나에게 말하는 것 같았습니다나는 시간 여행을 할수없으니 하루하루 소중히특별한 날인 것처럼 위 살아가라고..되는게 없고 정말 하루하루 의미 없이 살아가고 있었는데 비어있던 마음에 조금이나마 무언가 채워지는 것 같았습니다. 처음 본 영화도 아닌 2번 본 영화인데 처음 볼때와는 다른 감정으로 보니 새롭고 더 아름답다 느꼈습니다 감사합니다.,1
